VEND;CNPJ;CLIENTE;DIA;TIPO;LATITUDE;LONGITUDE
roxanne;4,95E+13;PAV TINTAS COMERCIO DE;12/05/2026;NEGOCIACAO;-1,7363146;-48,8626966
roxanne;3,17E+13;PLANET DAS FESTAS E DES;27/05/2026;MANUTENCAO;-1,4555621;-48,4971943
roxanne;2,77E+13;PLANTAE COMERCIO DE VAS;06/05/2026;MANUTENCAO;-1,440365;-48,4774071
roxanne;1,72E+13;PULA PULA SHOW COM. DE;13/05/2026;MANUTENCAO;-1,3529707;-48,4528603
roxanne;1,72E+13;PULA PULA SHOW COM. DE;19/05/2026;MANUTENCAO;-1,3529707;-48,4528603
roxanne;4,29E+13;R.M. REZENDE COMERCIO D;07/05/2026;MANUTENCAO;-1,4574283;-48,4876557
roxanne;4,68E+13;RL COMERCIO LTDA;07/05/2026;MANUTENCAO;-1,458039;-48,4865581
roxanne;1,34E+13;SAO PAULO DISTRIBUIDORA;26/05/2026;MANUTENCAO;-1,3672727;-48,3620516
roxanne;5,88E+13;SARA LOPES RIBEIRO;15/05/2026;NEGOCIACAO;-2,4372;-54,725
roxanne;2,33E+13;SCORPION COMERCIAL E SE;26/05/2026;MANUTENCAO;-1,4394406;-48,4884393
roxanne;1,65E+13;SPE BALTIMORE INCORPORA;27/05/2026;MANUTENCAO;-1,4495073;-48,486776
roxanne;1,05E+13;STATUS PRODUCOES EIRELI;26/05/2026;MANUTENCAO;0,0378;-51,0641
roxanne;1,93E+13;SUPER CLEAN C.MATERIAIS;04/05/2026;MANUTENCAO;-1,3689;-48,3711
roxanne;1,93E+13;SUPER CLEAN C.MATERIAIS;27/05/2026;MANUTENCAO;-1,3689;-48,3711
roxanne;4,07E+13;TOP NAUTICA LTDA;25/05/2026;MANUTENCAO;-1,4765136;-48,4920761
roxanne;4,07E+13;TOP NAUTICA LTDA;27/05/2026;MANUTENCAO;-1,4765136;-48,4920761
roxanne;3,49E+13;ULTRALAR COMERCIO DE MO;28/05/2026;NEGOCIACAO;-1,7245775;-48,889
roxanne;5,02E+12;URNAS MART LTDA;26/05/2026;MANUTENCAO;-1,3764027;-48,3424113
roxanne;1,90E+13;UTILITTA COMERCIO DE PR;05/05/2026;MANUTENCAO;-1,4521899;-48,4870835
roxanne;3,80E+13;VACUOMATIC MAQUINAS, EM;05/05/2026;MANUTENCAO;-1,4243064;-48,45786
roxanne;5,69E+12;VERTICAL LOCACAO DE MAQ;07/05/2026;MANUTENCAO;-1,4668434;-48,4852663
roxanne;2,03E+12;W 249 COMERCIO EIRELI;18/05/2026;MANUTENCAO;-1,4551565;-48,4829904
roxanne;2,73E+13;WFT FITNESS CLUB LTDA;19/05/2026;MANUTENCAO;-1,3529707;-48,4528603
roxanne;8,34E+13;YAMANAKA COMERCIO  LTDA;06/05/2026;MANUTENCAO;-1,4310855;-48,4630729
aurea;2,02E+13;A A STORE COMERCIO DE A;09/06/2026;MANUTENCAO;-1,4392483;-48,4867196
aurea;2,79E+13;AB BOSQUE COMERCIO DE A;19/06/2026;MANUTENCAO;-1,3704295;-48,4471231
aurea;7,22E+12;AD CICLO COMERCIO DE PE;15/06/2026;MANUTENCAO;-1,4228005;-48,4803462
aurea;4,38E+13;AGRO PINHEIRO COMERCIO;19/06/2026;MANUTENCAO;-1,4261634;-48,4550135
aurea;1,11E+13;ANA BOLSAS COMERCIO LTD;17/06/2026;MANUTENCAO;-1,4448104;-48,4895425
aurea;1,11E+13;ARMAZEM BELEM COMERCIO;17/06/2026;MANUTENCAO;-1,4461383;-48,4896874
aurea;5,00E+13;AUDIO PRO LTDA (C3);17/06/2026;MANUTENCAO;-1,4526;-48,4988
aurea;4,83E+12;BELEM HOTEIS E TURISMO;15/06/2026;MANUTENCAO;-1,4535709;-48,4943561
aurea;4,93E+12;BENEMERITA SOC. PORTUGU;11/06/2026;MANUTENCAO;-1,4522448;-48,48283
aurea;3,46E+13;BRASIL SHOPPING EIRELI;15/06/2026;MANUTENCAO;-1,4332753;-48,46425
aurea;1,79E+13;C KZAN  ME;10/06/2026;MANUTENCAO;-1,4576266;-48,4994272
aurea;4,26E+12;COMERCIO E INDUSTRIA DE;11/06/2026;MANUTENCAO;-1,4402109;-48,4853665
aurea;8,42E+13;CONDOMINIO EDILICIO PAT;18/06/2026;MANUTENCAO;-1,4576179;-48,4947254
aurea;5,18E+13;D B PRODUTOS ALIMENTICI;08/06/2026;MANUTENCAO;-1,2935859;-47,9323639
aurea;1,28E+13;DENTAL CONNECT COMERCIO;08/06/2026;MANUTENCAO;-3,1092;-60,0134
aurea;2,32E+13;DENTAL SHOPPING EIRELI;18/06/2026;MANUTENCAO;-1,4584145;-48,495723
aurea;3,19E+12;F BRILHANTE INDUSTRIA E;10/06/2026;MANUTENCAO;-1,460767;-48,5056247
aurea;1,41E+13;FERPEL COMERCIO E REPRE;09/06/2026;MANUTENCAO;-1,4282;-48,45807
aurea;1,08E+13;FERRAZ E FERRAZ LTDA (C;09/06/2026;MANUTENCAO;-1,4446082;-48,4826407
aurea;2,22E+12;FRANCISCO BEZERRA DA NO;08/06/2026;MANUTENCAO;-3,1245;-59,9978
aurea;4,56E+13;GABI FESTAS E VARIEDADE;17/06/2026;MANUTENCAO;-1,4524167;-48,5024336
aurea;3,02E+13;HANAN EL ALI ABOU EZZED;17/06/2026;MANUTENCAO;-1,4496708;-48,5005961
aurea;8,33E+13;HEMOCARD COMERCIO DE MA;15/06/2026;MANUTENCAO;-1,3866;-48,4079
aurea;4,29E+12;HOSPITAL DO CORACAO DO;02/06/2026;MANUTENCAO;-1,4392333;-48,4853595
aurea;4,88E+13;IVAN DA COSTA LOBATO ME;10/06/2026;MANUTENCAO;-1,4631584;-48,4985725
aurea;3,20E+13;J DA SILVA ROSA EIRELI;17/06/2026;MANUTENCAO;-1,4521568;-48,5021966
aurea;2,97E+13;JEANE ANDREA XAVIER PEN;19/06/2026;MANUTENCAO;-1,4072228;-48,4463712
aurea;3,75E+12;JEFFERSON ESTRUTURAS EV;16/06/2026;MANUTENCAO;-1,4321596;-48,491453
